id,name,publisher,description,total_episodes,languages,media_type,explicit
3mtlAZyQ2RazyByHLOTUMo,Fit Minds,Mariah Jean,"The Fit Minds podcast with your host: Coach Mariah Jean. Discussing all things health and fitness, nutrition, training, mental health, bodybuilding, competitions, sports performance, female specific health and debunking fitness/nutrition industry myths. Coach Mariah has been training for 10+ years in the gym. She’s a full time online nutrition and fitness coach and a qualified, accredited, registered and insured sports nutritionist and personal trainer under the Mariah Jean fit brand.Coaching clients and other coaches since launching her business in 2017. Mariah coaches clients nationally in Australia and internationally around the world. Mariah is not just a fitness/nutrition coach, but a business owner, life coach, business coach and mentor within her company: Mariah Jean Pty Ltd. She is a 2 x pro and national champion natural women’s bodybuilding figure athlete.Mariah recovered from anorexia and bulimia nervosa plus severe depression and anxiety in 2015 and has been no stranger to mental health struggles since childhood. Post recovery she decided to pursue her passion in helping others to avoid the all too common mistakes she made herself along her fitness journey. Mariah’s aim is to help everyday people just like you, discover sustainable nutrition and fitness information and education to utilise for the rest of your lifetime.To simplify the process once and for all by opening the doors on the fitness and nutrition industry. Peeling back the layers to discover the right mindset and mentality required to live your best, balanced and healthiest lifestyle. To finally remove the confusion, take back your power and establish a better relationship with yourself, your food and your exercise.The Fit Minds Podcast will help you improve your attitude and approach towards tackling your life challenges, goals and success. Follow our Instagram, YouTube, Facebook and TikTok @mariahjeanfit and check out our website: www.mariahjeanfit.com",111,['en-AU'],audio,FALSE
6J9XJA4sHNR9LfMipDT31Z,FizzyKids: The Podcast,Ali Fanshawe,"“Calm down!” “How dare you talk to me like that!” Hi, I'm Ali, and a few years ago that was me talking to my fizzy kids every.single.day. The problem was, I went to bed feeling like a bad Mum and my kids were becoming increasingly dysregulated. They had behavioural problems, but it felt like I did too. Join me on my quest to transform my parenting language and approach with my fizzy kids (autism, dyspraxia, sensory processing disorder, attachment disorder, anxiety and mental health issues). Find out more at: www.fizzykids.co.uk or follow us on Instagram or Facebook (@thefizzykids).",23,['en'],audio,FALSE
4YZOPhVd10iopT9J1F27lx,Foodiction,Julie Hatch,"Beginning November 2022, I am focusing on food addiction and recovery. This has been a lifelong journey for me, but I didn't realize I had a food addiction until about 2 years ago when I stumbled upon a book called, ""Bright Line Eating"" by Susan Peirce Thompson, Ph. D. It has been life-altering. Mark this podcast a favorite so that you'll be allerted when new content is posted or live episodes air. Look for this podcast every Monday at 8 am MT.",34,['en'],audio,FALSE
75Mh2r0UgCTWOPdI4QWklj,Free From OCD & Anxiety Podcast,Linda Culleton,"My podcast is about educating and empowering you with a message of hope and inspiration that you can become Free from Obsessive-compulsive disorder or OCD.In this podcast, you will hear about how you can overcome OCD with the OCD treatment that reduces OCD Intrusive thoughts and compulsive behaviour. Get the OCD help you have been looking for by tuning in here!Book an inital call to discovery how you can become free from ocd today:https://calendly.com/lindaculleton02/free-from-ocd-discovery-session",13,['en-US'],audio,FALSE
1H2jNSS34bTijLnBmzvJWm,From Behind The Veil with Tanyka Gilbert,The CWA Radio Network,"From Behind The Veil with Tanyka Gilbert discusses the emotional, spiritual and relational issues women experience due to the effects of sexual and relational trauma (abuse, infidelity, addiction). Using practical Biblical teaching and guest interviews, Tanyka shares how to apply the Word of God to your life and your situation. We invite you to obtain strength receive encouragement, and hear testimonies of others who have walked the healing journey, so you too can come from behind the veil of the guilt and shame associated with sexual and relational trauma. Archived episodes are available anytime on YouTube at https://www.youtube.com/playlist?list=PLObP5FdoZfsQvb67lz_HaMzjqW2hcbg9ELearn More at: http://www.cwaradio.com/from-behind-the-veil.htmlTwitter: https://twitter.com/Tanykag Facebook: https://www.facebook.com/btvministriesllc",20,['en'],audio,FALSE
7FZakylDwKtZ2tDyt2shiu,Future of Psychiatry! Innovations in Mental Health,Bruce Bassi MD MS,"Dr. Bruce Bassi, an addiction physician and biomedical engineer, interviews pioneers and thought leaders in the world of digital mental health. We explore innovative ideas, motivations for key features, technical challenges and future directions in psychiatry technology. We look behind the curtain and see how these creations were made and how they expect them to evolve in the future. Join our podcast discussion here: www.facebook.com/groups/futurepsychiatrypodcast/",40,['en-US'],audio,TRUE
3RXkzwopoESYBHUq6A73cu,G,Gary Cristoper Fragoso Lopez,"35 Year Old, Consider myself bisexual. Grew up the majority of my life in the US, from a childhood to an undocumented teenager, who not only sold his body to the highest bidder, but painted on canvas for different Chicago private organizations, where my art were sold to private owners and they'd put them anywhere in the world, Went from almost nothing to over 3,000 USD.. that paid my way through college. The day I would for once make my father proud with the tickets to my University graduation with a BS Degree and 2 Associates from Robert Morris University; I got arreste. I was convicted and fought roughly as I was incarcerated for what could have been a misdemeanor for the crime was conducted while I was 17, I paid myself for resisting abuse against myself for being undocumented, I started working at the age of 11...same place, Spark Auto Parts... I just needed to pay for books and rent for I lived alone away from home, my step mother convinced my dad it was good for a 17th year old to go on his own way for always speaking out against his alcoholic problem which led to constant abuse and long term trauma. One day he saw his son in a wig and heels at the age of 16th, why? Because I needed to pay for my graduation documents! Monica Beverly, convinced me, a manly individual, with street boxing and gang related yet very religious that that would get me over 400 USD and so it did, that was my last day at his home, I was 16th, undocumented, naive, good looking arrogant, me and my best Cesar owned the latino desires in the city of Chicago; Boystown. Abused as a child, taken illegally as a minor, abuse from father, stepmother. Happiness, friends, everlasting friendships, trying to fit into the gay world, for saying bisexual was seeing wrong from homosexuals. Drugs. Bisexuality. Love. Prison, Deportation,Marriage, Divorce, Success, Death, Mental Illness, Loneliness, Addiction, Religious vs Mythical, Focusing, Learning to love oneself, overcoming addiction, hitting rock bottom awakens the soul the heart and eventually brings you back to life. when you fully understand that we are all connected and when we do right, what is destined will occur but if we sin or fall out of line everything changes FOR EVERYONE, for we interrupt the written destiny by the Alpha & Omega.",1,['en'],audio,FALSE
4eFWIdEugrKX6sBPA2cM62,Guerilla Autistics Podcast Autism Aspergers Syndrome Neurodiversity Neurodivergent ASD,Paul Wady,"Parents meet autistics. Neurodiversity activist with children. Autistic people without children. Autistics the world over united. Autism. Aspergers Syndrome. Neurodiversity. Neurodivergence. Comedy, interviews, fun.A podcast from Paul Wady, arch Neurodiversity Movement activist and autistic man. Married to another autistic and working training professionals about autism, Paul has his own long running show that converts audiences to being autistic (Guerilla Aspies) as well as a book which is now seven years old. (Guerilla Autistics - a neurotypical society infiltration manual. Formerly Guerilla Aspies).The podcasts are hopefully a means by which the many communities in the world of autism can come together and listen to each other.Expect an extraordinary collection of the key players on the underground scene, and the ever revealing answers to the question...just who is Paul Wady and what is he doing?One thing we can be certain of. He is not without his biases.... ;)Support this show http://supporter.acast.com/guerilla-aspies-autism-aspergers-syndrome-neurodiversity. Hosted on Acast. See acast.com/privacy for more information.",17,['en'],audio,FALSE
0kUACrBhCzW19PJUUUOIBk,Gutter Glitter,Kirsten Moore,"This is the audiobook-podcast for Kirsten Moore's debut memoir, Gutter Glitter. Each week Kirsty reads you a chapter from her book, with added chats from family and friends. Blurb: Gutter Glitter follows Kirsty as she navigates debilitating childhood anxiety and anorexia, followed by life-altering spinal surgery and subsequent opioid abuse. Her history with mental illness is compounded when she experiences three significant losses within six months. Kirsty uses her sardonic wit and self-deprecating humour to reflect on the absurdity that can come from the most dire circumstances.",13,['en'],audio,TRUE
0qeQFSZ60SP8LWJfSOFrKw,"Heal with God | Healing from Trauma, How to Hear God’s Voice, Overcoming Anxiety and Depression, Self-Hatred Healing, Breaking Toxic Relationships",Heather O'Brien - Licensed Christian Inner Healing Minister & Prophetic Healing Coach,"***TOP 5% GLOBAL PODCAST*** Do you wish you could escape the captivity of traumatic memories? Are you sick of feeling hopeless in your search for healing? Scared to go to God for your healing yet once again … just to not see it happen? If any of that hit home, you are in the right place! My mission in this podcast is to equip you to hear God’s voice so you can heal from trauma, get free of anxiety and depression, and find the spiritual healing you’ve been aching for. Hey there, I’m Heather O’Brien. Jesus fanatic, wife, boy mom, minister, and author. For years, I was a Christian sitting on the pews every Sunday, but hopelessly living with addictions as well as depression and anxiety for years. I prayed for myself, but I was full of shame being stuck in cycles I couldn’t break free from. My healing and deliverance came from learning how to hear God’s voice. Stay with me here. I didn’t know that was a thing either! I didn’t know the God of the universe, my creator, wanted to personally talk to me. But He did and He does! I started praying, expecting God to speak to me, and He did! God gave me a blueprint of step-by-step instructions to forgive the unforgivable, heal from the trauma, and be delivered of limiting beliefs as well as addictions. If you are ready to find healing from trauma, anxiety, and depression, with prayers that actually work, this podcast is for you! Warrior, I pray the Spirit of revelation comes upon you now and may your heart and mind be receptive to hearing God’s voice as you tune in. SIGN UP for encouraging emails each Monday morning from Heather: https://mailchi.mp/748a44733fd6/email-fam CONNECT in the Community FaceBook Group: www.facebook.com/groups/healwithgod/ GET featured on the Podcast by leaving Heather a question: https://www.speakpipe.com/HealwithGod START the FREE 7-Day Mental Makeover Challenge here: https://heatherobrien.net/mentalmakeoverchallenge JOIN the Heal with God: Trauma Painkiller Roadmap course: https://heatherobrien.net/courses",136,['en'],audio,FALSE
1WCycjJ82hHoCFO4XAHUhp,Heal Within,Evette Rose,"Counsellor, Ph.D., MBA, Author 19 books, Mental Health and Trauma Recovery. Join our weekly updated holistic content where I host Mini Masterclasses discussing overcoming life challenges, healing work, business, depression, anxiety, happiness, divorce, relationships, finances, boundaries & trauma.I also dive deep into psychosomatic discussions of ailments for adults and children!Welcome to my podcast! I am an author of 19 books! Welcome! Here we discuss life, healing work, Business, Depression, Anxiety, Happiness, Divorce, Finances, Boundaries & Trauma. Why you don't always heal, how to improve your quality of life, understanding your emotional body and subconscious mind! Plenty of my discussions are based on my book Metaphysical Anatomy Volume 1, which is a step-by-step guide for identifying the psychosomatic pattern related to 679 medical conditions. These conditions can be activated by circumstances in your present life, your ancestry, conception, womb, birth trauma, childhood or adult life. You will love this book and the Healing Technique MAT. www.metaphysicalanatomy.comwww.evettebooks.com",540,['en-US'],audio,FALSE
4Yhutf8nS63p7ulLjC1PvS,Healing with Human Design,Raven Scott,"Do you feel trapped in a cycle of abuse, constantly wondering if it's your fault? In this podcast I shed light on powerful tools for healing from Narcissistic Abuse and spread education about Human Design - your Unique Energetic Frequency . As empaths, we often struggle with feeling confident and connected to our true selves. There’s a lingering sense that something is off, a feeling that we are not entirely in sync with our inner being. This is a common experience, but it’s essential to remember that you are more than just an empath—you are a star seed, a unique and vital piece of the cosmic puzzle of humanity. This show aims to empower you to shift from being on the emotional rollercoaster of lost and confused in the fog of the Narcissist, to thriving and knowing your authentic self through your Human Design chart. You will get messages to your soul two times a week, (T,TH,) in recovery heal with Human Design, spiritual wisdom, and expert Soul filling interviews. If you are ready to shift from survivor to thriver then hit follow and listen to unlock your destiny after narcissistic abuse. ""When it comes to the story of your life, let no one else hold the pen."" - Raven Scott Your host: Raven Scott Nguyen is a Human Design Coach, passionate advocate for empaths to rise up out of the abuse struggle and into their authentic gifts. As a Human Design 6/2 Generator she coaches and provides clarity to those who are confused on their path to purpose. Her special gift of spiritual healing lifts up others to evolve into their unique light. Raven is the author of ""Empath & The Narcissist: Overcoming Gaslighting and Manipulation."" &”Empaths Guide to Rising Strong” This groundbreaking book offers a transformative roadmap for survivors of narcissistic abuse, guiding them towards a life filled with happiness and authenticity, healing PTSD, and Trauma from abuse through discovering their own magic through Human Design. Topics covered: Tuesday: Human Design & Healing Thursday: Guest Featured Spiritual Healing Wisdom Watch guests' recording episodes live on YouTube! https://www.youtube.com/@empathrisingwithraven Schedule your FREE Human Design Mini Coaching Session at https://ravenscott.show Listen NOW!",200,['en'],audio,TRUE
7MkwmzRBtZu8plMlVKJtUZ,HEMOPHOBIA,C. S. W.,"I tell you these stories not with my voice, not with my words. But with my blood.SEASON 2: House of Actors, coming 2025._________HEMOPHOBIA is an anthology horror podcast, telling a new multi-chapter story in each season. Stories of blood, our blood, and all the pain, truth, and horror that blood embodies. Each season is unrelated to one another, and can be listened to in any order.If you enjoy HEMOPHOBIA and want free merch, early access to new episodes, or even a chance at having a mini-episode made based off of you / your nightmares, consider supporting the show on ⁠PATREON⁠, with subscriptions ranging from $3 to $15 a month. Linked here: ⁠http://patreon.com/cswhorror.Follow the show on Twitter @CSW_Horror, join the Facebook page, or visit www.cswhorror.com for all updates.",17,['en-US'],audio,TRUE
70BIfJKWkXR7hbRoVaR8E9,Hidden in Plain Sight: Dr. Joan Ifland discusses Processed Food Addiction,Joan Ifland,"Listen in as Dr. Joan Ifland the world’s leading authority on Processed Food Addiction discusses what processed food addiction is and why it's not our fault. Some of the topics Joan will discuss are night eating and stress eating, how to deal with food pushers, why it was never our fault, what it will take to recover from food addiction and many other interesting topics. Dr. Ifland has dedicated 25 years of her life to discovering and sharing what is really going on in plain sight. She has written the only text book on on the subject Processed Food Addiction and has created the ARC - Addiction Reset Community a food addiction peer support group. The ARC has been helping Food Addicts for 3 years with science backed solutions. Dr. Ifland was also selected by The Oprah Winfrey Network to be its food addiction specialist and has been quoted in US News and World Report, Fortune Magazine and Shape Magazine. Find out what has been happening by listening to the latest science and how food addiction has exploded right before our eyes. Hidden in Plain Sight is an eyeopener! Visit us at www.foodaddictionreset.com",3,['en'],audio,FALSE
707dkv0MXruzjqM5q457Ig,"Hormone Healing | Migraines, Birth Control, Mood Swings, Fertility, Periods, Libido","Dominique | M.S. Nutrition, Holistic Hormone Coach, NASM-CPT","Do you wish you could finally have a regular period? Are you scared to tell your doctor about your mood swings, hormonal acne, and heavy periods for fear that you’ll be told to try another kind of birth control? What about the constant headaches and mood swings that you deal with every day?Well, girl, I am so excited you’re here!In this podcast, you will learn how to regulate your period naturally, decrease mood swings (yes, even postpartum!), eliminate headaches, and enjoy sex again!I’m Dominique, a mom, military wife, daughter of Jesus, and women’s hormone specialist! I remember a time when I suffered with the worst period cramps and migraines. Then, after my first daughter, I suffered from postpartum depression. However, I did not want the new form of birth control that everyone told me to try. I wanted to get to the root cause of my problems and not just slap a “band-aid” on them. So I went back to school (yes with a new baby and a toddler) for my Master of Science in Nutrition Sciences with my focus in women’s hormones.I learned how to heal my hormones and created a plan that was easy, natural, and doable because that’s what I needed as a busy mom of littles. And now I’m ready to share everything I’ve learned with you.If you are ready to finally get to the root cause of your period problems, mood swings, and lack of sex drive, then grab your notebook and pen (or crayon if that’s all you can find), your beverage of choice, and get ready to listen in!Website: Hormonehealing.orgEmail: hormonehealing1@gmail.com",85,['en'],audio,FALSE
2o8HtZelQ8PiQNHvL8KhhA,Hungry For Answers with Recovery Coach & Best-Selling Author Robin H. Clare: From Recovery to Your,Transformation Talk Radio,"Do you love food, alcohol, drugs, sex, social media, cigarettes, or gambling a little too much? The traditional narrative says that addiction to these vices is the problem. The truth is that they are just symptoms. Underneath every vice is the addiction to the suffering that developed due to unhealed trauma that morphed into self-loathing.Hungry for Answers provides proven spiritual solutions to stop suffering and start living the life of your dreams. Your host, Robin Clare, Recovery Coach Professional, has shared these solutions as a guest on dozens of podcasts worldwide, and now, she is bringing them directly to you and your family.Robin has lived the addiction journey herself, and she has sustained a successful recovery from a 40-year battle with obsessive-compulsive food disorder and bulimia. She has documented her recovery journey in her best-selling spiritual book, Feast & Famine: Healing Addiction with Grace.On each show, Robin and her special guest will guide you to an eye-opening awareness that you are worthy of a life without suffering. Learning to love ourselves is the one true solution to addiction. With a commitment to self-healing, you can reach your ultimate potential and fulfill your divine destiny.Everyone has a profound recovery story in the making! By listening to Hungry for Answers, you will discover how your addiction and recovery journey can become a healing tool for others. You have a divine right to a life filled with love, joy, peace, and abundance – it is time to claim yours!",42,['en'],audio,FALSE
3GtHahqDN79meEv3OH6EWy,I Can’t Believe I’m Still Alive!,Janelle Maria,"In my life I have experienced so many life altering challenges. Just a few…toxic environment growing up, addiction, single parenting, very toxic relationship, caring for my mother with dementia while I had 3 small children as a single mom, caring for my 16 year old son when he had stage 4 Hodgkin’s lymphoma, getting back with their toxic dad so I could take care of him. Some I handled well and some, not so much. I’ve been told so often that I should write a book but I feel like I can help people with my experiences and maybe help them get through it with positivity, self care, and laughter.",1,['en'],audio,FALSE
0Ee7Gukavffq0GvQ4PYz88,ID Talks!,SALTO Resource Centres,"#idtalks💻 E-learning📆 15 February - 12 April 2023 | Online (Zoom), Belgium - FL👉 SALTO Inclusion & Diversity Resources Centre and the Mental Health in Youth Work project jointly announce 2023 as “ID Talks: Year on Mental Health”, with the spring 2023 edition under the motto “Understanding Mental Health” and the autumn 2023 edition under the motto “Discovering Mental Health Practices”.✔️ “ID Talks” is a series of 5 online workshops on 5 major topics in the promotion of Inclusion & Diversity (ID) and quality youth work. It features youth workers, professionals, and volunteers, from all over the world to share insights, research findings, food for thought, good practices, or inspirational stories. They will guide participants through the pressing matters and challenges affecting Inclusion & Diversity and inspire them to make their programmes and organisations more inclusive, embrace human differences, look ahead and picture how the future of youth work and Inclusion & Diversity might be.📆 When?✔️ 15 February (13h CET): ID Talks Mental Health Explained: You increasingly hear about mental health in the media. But what is mental health really about, and what not? How is mental health perceived and interpreted? How are young people today doing regarding mental health and well-being? What should we know, pay attention to, and be prepared for? Put your assumptions to the test and gain a common frame to look at mental health.//Guest speaker: Maria Agorastou, Greece ✔️ 01 March (13h CET): ID Talks Climate-Change Anxiety: If climate change and the environment make young people take to the streets, these global challenges obviously have an influence on their mental health and well-being? What kind of approaches help you to address their climate-change worries? How can you promote climate resilience, both at an individual and at a societal level? Come and discover what role youth work can have in tackling climate-change anxiety.//Guest speaker: Anna Pribil, Austria✔️ 15 March (13h CET): ID Talks Social-Media Addiction: You probably know (young) people who are constantly glued to their phones. Maybe that’s you? Let’s zoom in on social media addiction. How can you identify it in yourself and in others? Find out what are the main issues, causes, and consequences. And how does it impact the mental health and well-being of young people? Find out what practical tools and support youth work can offer.//Guest speaker: Katja Mankinen, Sosped Foundation, Finland✔️ 29 March (13h CET): ID Talks Supporting Young People’s Wellbeing: You probably (hopefully) feel that youth work supports young people’s mental health and well-being. But what are young people’s needs, and how can you identify and support those needs better? What kind of (extra) support do young people with fewer opportunities need for their mental health? Get an insight into coping and resilience strategies and learn how to create a sense of belonging and safe spaces (among others) in international projects.//Guest speaker: Ana Perović, Serbia✔️ 12 April (1 PM CET): ID Talks Youth-Workers Wellbeing: In order to take care of someone else, you need to take care of yourself as well! But how do you take care of your self-care? What are the main well-being issues that youth workers are experiencing? How do you prevent and overcome (emotional) exhaustion and burnout? Get to know the competences you need to take care of your own mental health and well-being (as a youth worker) so that you can continue to attend to the needs of young people.//Guest speaker: Natalja Gudakovska, Latvia👉 For whom⁉️ 💁‍♀️🙇‍♂️🙋‍♀️🙆‍♀️💁‍♂️ Youth workers, youth leaders, professionals, and volunteers involved in ID in the EU youth programmes, as well as all those interested in youth work and Inclusion & Diversity topics.🎯 Main objectives:-To provide food for thought and learn from inspirational ID stories;-To provide an opportunity to learn about ID topics from the youth work sector and beyond;-To get information, inspiration, methods to help the youth sector address ID;-To inform about and contribute to quality (international) youth work;-To identify and learn how to tackle existing and future challenges within ID; 👉For more updates follow Inclusion & Diversity SALTO on social media!✔️ Facebook: https://www.facebook.com/SALTOInclusionDiversity✔️ Instagram: https://www.instagram.com/saltoyouthinclusiondiversity/ ✔️Twitter: https://twitter.com/SALTOinclusion✔️ YouTube: https://www.youtube.com/user/SALTOYOUTH👉 Disclaimer Notice: Music by Jon Luc Hefferman (https://freemusicarchive.org/music/Jon_Luc_Hefferman) “Upbeat” in the album ""Production Music"" (https://freemusicarchive.org/music/Jon_Luc_Hefferman/20170730112628821). “Upbeat” by Jon Luc Hefferman is licensed under an Attribution-NonCommercial 3.0 International License. (https://creativecommons.org/licenses/by-nc/3.0/).",30,['en'],audio,FALSE
0nW63H4kfawnQEnM6tJLx1,"Keep Holding On, My thoughts on bullying and depression",Max B,"Inspired be the book “Keep Holding On” by Susan’s Colasanti, this one episode podcast has my thoughts on bullying/depression.",1,['en'],audio,FALSE
6jh5cAYRXAoqBSIQ1OckG5,Leaving Eden Podcast,Leaving Eden LLC,"A podcast about the IFB Cult as told by survivor Sadie Carpenter, with her co-host Gavri'el HaCohen. This podcast covers the IFB, the history of the Independent Fundamental Baptist movement, other cults, other religions, and the real and present threat that cults and cult ideologies pose to society as a whole. Our goal is to promote freedom of mind, freedom of thought, and freedom of religion.General Content Warning: In general we talk about a lot of potentially triggering topics on this show, including but not limited to suicide and mental health, racism, misogyny, PTSD and PTSD symptoms, child abuse, mental, physical, and sexual abuse, and spiritual abuse including guilt, shame, and fear. In most episodes we’ll mention at least a few of these topics, but we try very hard to avoid graphic detail unless it’s relevant to the story we’re telling, and we do our best to give the audience a heads-up before going into detail on any of these topics.For press and other inquiries, contact LeavingEdenPod@gmail.comJoin our Patreon for extended, uncensored, and ad-free versions of most of our episodes!https://www.patreon.com/LeavingEdenPodcastJoin our Facebook group to join in the discussion with other fans!https://www.facebook.com/groups/edenexodusSocial Media:INSTAGRAM:https://www.instagram.com/leavingedenpodcast/TWITTER:https://twitter.com/LeavingEdenPodFACEBOOK:https://www.facebook.com/LeavingEdenPodcast Get bonus content on Patreon Hosted on Acast. See acast.com/privacy for more information.",247,['en'],audio,FALSE
0hw2zIJBwyibfx4LGjIfy3,Let's Talk About Autism in Hmonglish,Tiaj Yaj Lis,"Join me as I start the conversation about autism in Hmonglish. Like, follow and subscribe to LET'S TALK ABOUT AUTISM IN HMONGLISH: facebook.com/letstalkaboutautisminhmonglish instagram.com/letstalkaboutautisminhmonglish youtube.com/@letstalkaboutautisminhmonglish LIFESPAN OF PARENTING YOUR CHILD WITH AUTISM tylconsulting.thinkific.com",24,['en'],audio,FALSE
6HLEoQj2XYNuUGXOorBjQK,Lets Talk Bipolar - by Bipolar UK,Bipolar UK,"The ""Lets Talk Bipolar"" podcast is hosted by Emma Belle, who lives with Bipolar and was diagnosed 11 years ago. This podcast will share conversations and lived experiences of those that live with Bipolar and also conversations with professionals in the medical and research fields and families and carers that support those living with Bipolar. Bipolar UK is the national charity dedicated to supporting individuals with the much misunderstood and devastating condition of bipolar, their families and carers. www.bipolaruk.org IG: bipolar_uk Twitter: bipolaruk Facebook: bipolaruk",22,['en'],audio,FALSE
60Udy5Q5UCGmp3MKV68hIB,Little Home Organised,Podspot,"The Little Home Organised Podcast is dedicated to helping you declutter, get organised and reclaim time for the things you love. Have you ever started to get organised but got lost along the way? If you’ve ever had surfaces covered in stuff or simply wished to start afresh, this podcast is for you. Brought to you by two sisters (and mothers) passionate about organising; Lily and Bonnie (AKA ‘Little Miss Organised’) draw from their combined backgrounds in Education and Psychology to help you live a clutter-free life. Learn about the psychology behind your habits as well as practical steps to transform your home. You’ll also hear interviews with other experts on topics like Hoarding Disorder and minimalism. Your home can be the functional, beautiful retreat you’ve longed for! Let’s begin this journey together – we’ll be with you every step of the way. Hit SUBSCRIBE so you don’t miss an episode. Join our Facebook Community for inspiration. Hosted on Acast. See acast.com/privacy for more information.",62,['en'],audio,FALSE
7IllOOvMLl15ZNTbyqVDOR,Live Your Best Life After 50,N.A. Randall,"My name is N.A. Randall and I give tips on how to live your best life after 50. I am a happy 52 year old that was diagnosed with paranoid schizophrenia at the age of 37. My ebook, How to Get That 50 Plus Glow: 50 Ways to Live Your Best Life After 50, is now available. Visit my Instagram page @50plusglow to get your copy. Email me at 50plusglow@gmail.com with any questions you may have.",82,['en'],audio,FALSE
1m8fZZTj8uRtvDMrMwXjdM,Long Term Care RD,"Michelle Saari, MS RD","Discover the power of nutrition with this podcast for Long Term Care Dietitians & Clinical Dietitians!Elevate your practice with insights and practical tips designed specifically for dietitians working with older adults. Tune in to get evidence-based strategies that you can implement right away.Practical Tips: Get actionable advice on assessing and managing nutritional needs, from meal planning to supplementation, ensuring optimal health outcomes for your residents.Evidence-Based: Stay informed with the latest research and best practices. We delve into recent studies, guidelines, and expert opinions to bring you the most current and reliable information.Expert Insights: Learn from a seasoned Registered Dietitian with nearly a decade of experience. Gain valuable knowledge from real-world experiences and case studies that highlight successful interventions.Focus on Older Adults: Tailored nutrition strategies for long-term care settings. Understand the unique nutritional challenges and needs of older adults, and how to address them effectively.Implement Today: Simple, effective methods you can use immediately in your practice. Each episode provides clear, step-by-step guidance on applying the discussed strategies in your daily work.Engaging Episodes: Short, informative, and easy to follow. We respect your time with concise episodes packed with valuable information that you can listen to on the go.Community Connection: Join a network of dedicated dietitians committed to enhancing care. Share experiences, ask questions, and support each other in a collaborative environment.Relevant Topics: Covering everything from wound care to dementia, and end-of-life nutrition. We address a wide range of issues that you face in long-term care, providing comprehensive solutions and advice.Listen now and transform your approach to long-term care nutrition!Find more information at: https://longtermcarerd.comFollow us on Facebook & Instagram @ longtermcarerdPinterest @ longtermcarerdContact Michelle via email: info@longtermcarerd.com",33,['en'],audio,FALSE
557O5nSdu5qEmFj6zjrOv0,LooseLeaf NoteBook with Julia Adolphe,Julia Adolphe,"LooseLeaf NoteBook uncovers the connection between creativity and mental health, with a focus on nurturing artistry, emotional intelligence, and self-care. Composer Julia Adolphe shares her creative process, personal experience with Generalized Anxiety Disorder and journey towards mental health alongside guests from across creative fields to provide inspiration, a space for open dialogue, and paths towards healing through artistic self-expression. Julia Adolphe’s music is described as “alive with invention” (The New Yorker), “colorful, mercurial, deftly orchestrated” (The New York Times) displaying a “remarkable gift for sustaining a compelling musical narrative” (Musical America). Her works are performed across the U.S. and abroad by renowned orchestras and ensembles such as the New York Philharmonic, Los Angeles Philharmonic, Boston Symphony, Cincinnati Symphony, and Gewandhaus Orchestra Leipzig, among others. Julia is a native New Yorker living in Los Angeles. .",53,['en'],audio,FALSE
38o4eI0EtoAEReFyAw83j2,Lost Girls Podcast,Maria and Neva,"Neva and Maria explore witchy topics, current events, family drama, and things in the alphabet soup. And if you'd be so kind as to follow our socialsFacebookInstagramPatreonYour hosts are Neva and Maria.Lost Girls Podcast is Produced and Edited by Maria Ruscitti, LLC. Neva Rowland (she/they) is a multi-faceted creator whose work blends spirituality and art. They work as a state-employed civil servant to pay the bills and feed their art supply and tarot collection addiction. Maria (she/her) is a mother to two adorable gremlins. One who is nonbinary and one who is neurodivergent. She has a long term partner. Maria has been a public school educator for nearly 20 years, focusing her attention on inner city schools and diversity education. She has been a practicing witch for most of her life, starting with Italian folklore witchcraft as a child and growing into traditions of her own. She loves Moon and High Holiday Rituals (Especially Beltane), Simmer pots, Tarot Pulls, and candle and herb magic and plants! Many Thanks to Nick J Ludwig Music for the creation and mixing of our theme song titled ""Go Do This""",16,['en'],audio,TRUE
3yY7uhm15VcFs20YtuARzk,LoveFlow,Brandi Eubanks,"Brandi Eubanks takes you on her healing journey while she writing her autobiography book about her life full of mental, physical, sexual abuses she reflects on traumatic life experiences she talks on recognizing her dysfunctions from childhood that transitioned to adulthood. As she reflects she recognized the root causes of her dysfunctions.She notice that her unresolved PTSD that started in Childhood was affecting her whole life. She is committed to healing to the point of taking a step away from her teaching career to heal. She is learning to Love God, herself and others welcome to LoveFlow",1,['en'],audio,FALSE
70jYzkeXiHSA92xQTdcFo4,Loving The Me I See,"Resurrection Outreach Min, Inc","Loving The Me I See is where we promote healing and self-love, where we talk through our hurt, feelings of abandonment, rejection, abuse (emotional, physical, and spiritual), depression, and suicidal thoughts.This podcast is the audio from our ""WINS""day night Live sessions on FaceBook. https://www.facebook.com/Loving-the-Me-I-see-365929190581734",37,['en'],audio,FALSE
